lat,lng,altitude-meters,distance-meters,distance-miles
30.243522,-97.758212,163.56,10957.19,6.8085
30.243719,-97.758084,164.04,10982.28,6.8241
30.243774,-97.758037,164.52,10989.74,6.8287
30.243906,-97.757982,164.04,11005.54,6.8385
30.243970,-97.757944,164.52,11013.38,6.8434
30.244108,-97.757876,164.52,11030.18,6.8538
30.244304,-97.757709,165.00,11057.27,6.8707
30.244427,-97.757639,164.04,11072.42,6.8801
30.244536,-97.757556,164.04,11086.92,6.8891
30.244680,-97.757504,163.08,11103.74,6.8995
30.244758,-97.757491,162.60,11112.40,6.9049
30.244900,-97.757397,162.12,11130.68,6.9163
30.244993,-97.757339,162.12,11142.34,6.9235
30.245140,-97.757247,160.68,11160.92,6.9351
30.245218,-97.757176,159.24,11171.92,6.9419
30.245361,-97.757094,158.27,11191.23,6.9539
30.245465,-97.756998,158.27,11204.35,6.9621
30.245490,-97.756972,158.27,11208.10,6.9644
30.245584,-97.756910,158.27,11220.09,6.9718
30.245712,-97.756838,158.75,11235.91,6.9817
30.245806,-97.756780,157.79,11247.85,6.9891
30.245838,-97.756761,157.79,11251.74,6.9915
30.245929,-97.756701,157.79,11263.34,6.9987
30.246035,-97.756606,159.72,11278.35,7.0080
30.246168,-97.756527,159.72,11294.81,7.0183
30.246333,-97.756461,159.72,11314.49,7.0305
30.246428,-97.756414,158.75,11326.00,7.0376
30.246562,-97.756309,159.24,11343.90,7.0488
30.246723,-97.756198,159.24,11364.63,7.0617
30.246826,-97.756116,159.72,11378.54,7.0703
30.246950,-97.756048,159.72,11393.74,7.0797
30.247068,-97.755961,160.20,11409.23,7.0894
30.247219,-97.755851,161.64,11428.96,7.1016
30.247359,-97.755759,161.16,11446.86,7.1127
30.247512,-97.755695,161.16,11464.77,7.1239
30.247659,-97.755663,160.68,11481.36,7.1342
30.247848,-97.755596,160.68,11503.25,7.1478
30.248028,-97.755545,159.72,11523.76,7.1605
30.248250,-97.755471,158.27,11549.42,7.1765
30.248450,-97.755406,157.79,11572.36,7.1907
30.248649,-97.755333,157.79,11595.54,7.2051
30.248854,-97.755263,157.79,11619.22,7.2198
30.249032,-97.755215,157.79,11639.48,7.2324
30.249193,-97.755153,157.79,11658.38,7.2442
30.249320,-97.755098,157.79,11673.41,7.2535
30.249506,-97.755051,157.79,11694.47,7.2666
30.249706,-97.754976,158.27,11717.77,7.2811
30.249909,-97.754913,157.79,11741.02,7.2955
30.250062,-97.754867,156.35,11758.66,7.3065
30.250184,-97.754808,155.39,11773.23,7.3155
30.250338,-97.754718,155.39,11792.43,7.3275
30.250490,-97.754653,154.91,11810.41,7.3386
30.250660,-97.754595,154.91,11829.85,7.3507
30.250731,-97.754564,154.91,11838.33,7.3560
30.250859,-97.754499,153.95,11853.78,7.3656
30.251054,-97.754421,152.51,11876.49,7.3797
30.251232,-97.754330,153.47,11898.00,7.3931
30.251360,-97.754271,153.47,11913.20,7.4025
30.251528,-97.754235,152.99,11932.16,7.4143
30.251674,-97.754180,152.03,11949.08,7.4248
30.251701,-97.754160,152.03,11952.67,7.4270
30.251788,-97.754142,151.54,11962.44,7.4331
30.251929,-97.754094,150.58,11979.03,7.4434
30.252092,-97.753960,150.58,12001.19,7.4572
30.252247,-97.753856,152.51,12021.11,7.4696
30.252369,-97.753768,153.47,12037.09,7.4795
30.252509,-97.753687,154.43,12054.40,7.4903
30.252619,-97.753604,155.39,12069.01,7.4993
30.252779,-97.753520,154.43,12088.57,7.5115
30.252896,-97.753438,154.43,12104.03,7.5211
30.253012,-97.753368,153.95,12118.25,7.5299
30.253152,-97.753334,152.99,12134.22,7.5399
30.253265,-97.753281,152.03,12147.71,7.5482
30.253387,-97.753203,153.47,12163.24,7.5579
30.253471,-97.753124,153.95,12175.29,7.5654
30.253635,-97.753010,154.91,12196.49,7.5785
30.253793,-97.752896,155.87,12217.23,7.5914
30.253912,-97.752808,156.35,12232.97,7.6012
30.254054,-97.752699,156.35,12252.03,7.6131
30.254165,-97.752645,157.31,12265.48,7.6214
30.254199,-97.752625,156.83,12269.62,7.6240
30.254339,-97.752525,155.87,12288.11,7.6355
30.254370,-97.752510,155.87,12291.94,7.6379
30.254542,-97.752401,155.39,12313.73,7.6514
30.254673,-97.752286,154.91,12331.77,7.6626
30.254841,-97.752168,153.47,12353.54,7.6761
30.254993,-97.752071,152.03,12372.84,7.6881
30.255122,-97.751982,150.58,12389.50,7.6985
30.255288,-97.751885,148.66,12410.18,7.7113
30.255431,-97.751797,146.26,12428.23,7.7225
30.255546,-97.751719,144.82,12443.00,7.7317
30.255683,-97.751579,142.41,12463.51,7.7445
30.255836,-97.751489,140.49,12482.47,7.7562
30.255992,-97.751389,139.05,12502.24,7.7685
30.256120,-97.751326,138.09,12517.60,7.7781
30.256322,-97.751205,136.64,12542.75,7.7937
30.256450,-97.751124,136.16,12558.95,7.8038
30.256598,-97.751049,136.16,12576.86,7.8149
30.256776,-97.750928,136.64,12599.78,7.8291
30.256848,-97.750887,137.13,12608.52,7.8346
30.257066,-97.750751,135.68,12636.05,7.8517
30.257195,-97.750670,134.72,12652.01,7.8616
30.257334,-97.750576,136.16,12669.85,7.8727
30.257482,-97.750476,137.13,12688.94,7.8845
30.257617,-97.750413,138.09,12705.11,7.8946
30.257783,-97.750352,138.09,12724.39,7.9066
30.257818,-97.750340,138.09,12728.29,7.9090
30.257948,-97.750232,138.09,12746.01,7.9200
30.258051,-97.750141,138.09,12760.56,7.9290
30.258173,-97.750063,138.09,12775.87,7.9386
30.258292,-97.749997,138.57,12790.25,7.9475
30.258441,-97.749940,139.05,12807.50,7.9582
30.258599,-97.749851,140.49,12826.88,7.9703
30.258721,-97.749784,140.97,12841.70,7.9795
30.258881,-97.749713,140.97,12860.65,7.9912
30.258979,-97.749672,140.49,12872.15,7.9984
30.259070,-97.749628,139.53,12883.00,8.0051
30.259192,-97.749567,138.09,12897.67,8.0142
30.259270,-97.749517,137.61,12907.56,8.0204
30.259338,-97.749495,137.13,12915.53,8.0253
30.259469,-97.749439,137.13,12930.95,8.0349
30.259628,-97.749360,137.61,12950.25,8.0469
30.259695,-97.749332,137.61,12958.01,8.0517
30.259860,-97.749273,137.13,12977.29,8.0637
30.259963,-97.749226,136.16,12989.52,8.0713
30.259996,-97.749213,136.16,12993.34,8.0737
30.260055,-97.749189,135.68,13000.21,8.0780
30.260226,-97.749144,136.64,13019.81,8.0901
30.260261,-97.749136,136.64,13023.71,8.0926
30.260446,-97.749053,137.61,13045.78,8.1063
30.260631,-97.748960,138.57,13068.00,8.1201
30.260782,-97.748874,140.01,13086.75,8.1317
30.260934,-97.748819,141.93,13104.36,8.1427
30.261106,-97.748739,143.85,13124.98,8.1555
30.261256,-97.748663,145.30,13143.12,8.1668
30.261419,-97.748627,147.22,13161.69,8.1783
30.261604,-97.748559,148.66,13183.29,8.1917
30.261788,-97.748501,149.14,13204.34,8.2048
30.261924,-97.748464,148.18,13219.94,8.2145
30.261987,-97.748454,147.70,13227.00,8.2189
30.262147,-97.748351,147.70,13247.43,8.2316
30.262303,-97.748288,148.18,13265.71,8.2429
30.262395,-97.748248,148.18,13276.54,8.2497
30.262551,-97.748166,148.66,13295.49,8.2614
30.262614,-97.748140,148.18,13302.82,8.2660
30.262801,-97.748061,147.22,13324.77,8.2796
30.262924,-97.748022,145.78,13338.92,8.2884
30.263025,-97.748001,144.34,13350.29,8.2955
30.263058,-97.747995,143.85,13353.88,8.2977
30.263242,-97.747936,142.41,13375.06,8.3109
30.263343,-97.747905,140.97,13386.74,8.3181
30.263545,-97.747844,140.01,13410.02,8.3326
30.263687,-97.747774,139.05,13427.07,8.3432
30.263723,-97.747768,138.57,13431.07,8.3457
30.263886,-97.747756,138.09,13449.12,8.3569
30.264015,-97.747791,136.64,13463.84,8.3660
30.264170,-97.747897,136.64,13483.97,8.3785
30.264290,-97.748069,135.68,13505.21,8.3917
30.264380,-97.748252,136.16,13525.45,8.4043
30.264472,-97.748396,139.05,13542.47,8.4149
30.264542,-97.748557,144.34,13559.79,8.4257
30.264617,-97.748744,145.78,13579.62,8.4380
30.264692,-97.748937,147.70,13600.02,8.4507
30.264726,-97.749071,144.82,13613.34,8.4589
30.264797,-97.749300,139.05,13636.64,8.4734
30.264849,-97.749514,138.09,13657.87,8.4866
30.264920,-97.749727,136.16,13679.79,8.5002
30.264961,-97.749945,136.64,13701.13,8.5135
30.265007,-97.750120,137.61,13718.71,8.5244
30.265069,-97.750365,139.53,13743.17,8.5396
30.265146,-97.750616,139.53,13768.79,8.5555
30.265203,-97.750823,139.53,13789.64,8.5685
30.265251,-97.750994,139.05,13807.07,8.5793
30.265309,-97.751203,140.97,13828.14,8.5924
30.265362,-97.751380,141.93,13846.19,8.6036
30.265425,-97.751590,142.89,13867.62,8.6169
30.265483,-97.751769,143.37,13885.91,8.6283
30.265535,-97.751948,143.37,13904.00,8.6395
30.265588,-97.752128,142.89,13922.29,8.6509
30.265646,-97.752313,142.41,13941.28,8.6627
30.265688,-97.752496,140.49,13959.49,8.6740
30.265750,-97.752754,138.09,13985.23,8.6900
30.265812,-97.752975,136.64,14008.87,8.7047
30.265887,-97.753206,135.68,14031.31,8.7186
30.265944,-97.753398,134.24,14050.87,8.7308
30.266009,-97.753582,134.24,14069.99,8.7427
30.266083,-97.753797,134.24,14092.22,8.7565
30.266130,-97.753990,134.24,14111.39,8.7684
30.266215,-97.754216,135.20,14135.12,8.7832
30.266274,-97.754446,135.68,14158.32,8.7976
30.266311,-97.754675,134.72,14180.62,8.8114
30.266338,-97.754868,133.76,14199.40,8.8231
30.266360,-97.755061,132.32,14218.15,8.8347
30.266395,-97.755292,130.88,14240.74,8.8488
30.266412,-97.755486,128.95,14259.53,8.8605
30.266436,-97.755814,126.07,14291.24,8.8802
30.266475,-97.756062,126.07,14315.43,8.8952
30.266516,-97.756251,124.15,14334.12,8.9068
30.266558,-97.756395,124.15,14349.63,8.9164
30.266638,-97.756535,124.15,14365.05,8.9260
30.266718,-97.756678,125.59,14381.38,8.9362
30.266820,-97.756845,129.43,14401.09,8.9484
30.266937,-97.757026,130.40,14422.81,8.9619
30.267089,-97.757220,131.36,14447.96,8.9775
30.267137,-97.757279,130.88,14455.72,8.9824
30.267258,-97.757465,130.88,14478.00,8.9962
30.267339,-97.757577,132.32,14491.94,9.0049
30.267349,-97.757602,132.32,14494.61,9.0065
30.267478,-97.757756,134.72,14515.17,9.0193
30.267630,-97.757917,134.72,14538.23,9.0336
30.267734,-97.758018,134.72,14553.22,9.0429
30.267835,-97.758161,134.24,14571.02,9.0540
30.267905,-97.758277,134.72,14584.79,9.0626
30.268003,-97.758435,134.72,14603.44,9.0742
30.268107,-97.758600,136.16,14623.16,9.0864
30.268206,-97.758762,137.13,14642.13,9.0982
30.268275,-97.758894,137.13,14656.91,9.1074
30.268353,-97.759069,137.13,14675.82,9.1191
30.268440,-97.759283,137.61,14698.46,9.1332
30.268540,-97.759528,138.09,14724.56,9.1494
30.268609,-97.759707,138.09,14743.39,9.1611
30.268673,-97.759847,138.09,14758.66,9.1706
30.268736,-97.759982,137.13,14773.36,9.1797
30.268823,-97.760182,136.16,14794.87,9.1931
30.268897,-97.760349,135.68,14812.90,9.2043
30.268987,-97.760516,135.20,14831.75,9.2160
30.269075,-97.760717,134.24,14853.45,9.2295
30.269161,-97.760929,134.24,14875.95,9.2435
30.269250,-97.761102,135.20,14895.37,9.2555
30.269341,-97.761310,136.64,14917.77,9.2695
30.269437,-97.761519,136.16,14940.59,9.2836
30.269547,-97.761675,135.68,14959.85,9.2956
30.269642,-97.761791,137.61,14975.23,9.3052
30.269814,-97.761990,139.53,15002.24,9.3220
30.269927,-97.762137,140.01,15021.11,9.3337
30.270045,-97.762272,141.45,15039.58,9.3452
30.270195,-97.762428,140.49,15061.94,9.3591
30.270310,-97.762549,139.53,15079.19,9.3698
30.270443,-97.762668,139.53,15097.85,9.3814
30.270598,-97.762810,139.53,15119.78,9.3950
30.270738,-97.762926,140.49,15138.86,9.4069
30.270937,-97.763105,140.49,15166.83,9.4242
30.271087,-97.763243,140.01,15188.18,9.4375
30.271258,-97.763390,140.97,15211.87,9.4522
30.271392,-97.763506,141.93,15230.52,9.4638
30.271546,-97.763621,143.37,15250.79,9.4764
30.271647,-97.763708,142.41,15264.69,9.4850
30.271784,-97.763828,142.41,15283.78,9.4969
30.271910,-97.763943,141.93,15301.53,9.5079
30.272012,-97.764032,142.41,15315.77,9.5168
30.272160,-97.764160,142.89,15336.30,9.5295
30.272296,-97.764290,142.89,15356.00,9.5418
30.272434,-97.764419,142.41,15375.75,9.5540
30.272557,-97.764546,141.93,15393.97,9.5654
30.272677,-97.764654,142.89,15410.85,9.5759
30.272763,-97.764738,143.37,15423.38,9.5836
30.272866,-97.764823,143.37,15437.42,9.5924
30.273006,-97.764954,142.89,15457.36,9.6048
30.273149,-97.765082,141.93,15477.39,9.6172
30.273249,-97.765167,142.41,15491.18,9.6258
30.273336,-97.765254,142.41,15503.99,9.6337
30.273436,-97.765341,142.89,15517.82,9.6423
30.273544,-97.765456,143.85,15534.17,9.6525
30.273696,-97.765589,145.30,15555.30,9.6656
30.273826,-97.765700,146.26,15573.21,9.6767
30.273958,-97.765805,147.70,15591.04,9.6878
30.274114,-97.765934,148.66,15612.34,9.7011
30.274257,-97.766027,148.66,15630.41,9.7123
30.274400,-97.766141,148.66,15649.71,9.7243
30.274587,-97.766277,149.14,15674.23,9.7395
30.274749,-97.766390,150.58,15695.29,9.7526
30.274938,-97.766502,150.58,15718.86,9.7672
30.275135,-97.766612,152.03,15743.17,9.7824
30.275287,-97.766688,153.47,15761.48,9.7937
30.275397,-97.766746,153.95,15774.90,9.8021
30.275580,-97.766831,155.39,15796.80,9.8157
30.275706,-97.766905,156.35,15812.39,9.8254
30.275848,-97.766994,156.83,15830.27,9.8365
30.275992,-97.767072,158.27,15847.94,9.8475
30.276133,-97.767147,159.24,15865.18,9.8582
30.276226,-97.767195,159.24,15876.49,9.8652
30.276434,-97.767314,159.72,15902.16,9.8811
30.276609,-97.767424,159.24,15924.25,9.8949
30.276773,-97.767518,157.31,15944.59,9.9075
30.276909,-97.767600,155.39,15961.62,9.9181
30.277067,-97.767713,153.95,15982.22,9.9309
30.277198,-97.767839,153.95,16001.20,9.9427
30.277330,-97.767997,151.54,16022.25,9.9558
30.277426,-97.768222,147.22,16046.29,9.9707
30.277446,-97.768423,144.82,16065.48,9.9826
30.277433,-97.768628,142.41,16085.19,9.9949
30.277408,-97.768849,141.45,16106.75,10.0083
30.277389,-97.768882,141.93,16110.60,10.0107
30.277321,-97.769024,139.05,16125.91,10.0202
30.277239,-97.769199,138.09,16144.65,10.0318
30.277173,-97.769377,140.49,16163.15,10.0433
30.277171,-97.769512,139.05,16176.12,10.0514
30.277172,-97.769661,139.53,16190.35,10.0602
30.277196,-97.769784,140.49,16203.01,10.0681
30.277261,-97.770011,143.37,16225.60,10.0821
30.277305,-97.770202,143.85,16244.54,10.0939
30.277377,-97.770368,144.82,16262.60,10.1051
30.277492,-97.770354,145.30,16276.08,10.1135
30.277671,-97.770230,145.78,16299.15,10.1278
30.277792,-97.770158,146.26,16314.24,10.1372
30.277922,-97.770066,147.22,16331.15,10.1477
30.278088,-97.769967,149.14,16351.89,10.1606
30.278295,-97.769841,150.58,16377.79,10.1767
30.278476,-97.769730,151.06,16400.58,10.1908
30.278598,-97.769642,150.58,16416.48,10.2007
30.278750,-97.769543,150.10,16436.02,10.2129
30.278971,-97.769415,149.14,16463.32,10.2298
30.279169,-97.769308,149.14,16487.71,10.2450
30.279332,-97.769208,148.66,16508.13,10.2577
30.279523,-97.769117,147.70,16531.03,10.2719
30.279638,-97.769043,148.18,16545.58,10.2809
30.279780,-97.768946,148.66,16563.78,10.2922
30.279895,-97.768869,149.14,16578.56,10.3014
30.280044,-97.768786,151.06,16596.82,10.3128
30.280215,-97.768679,152.51,16618.34,10.3262
30.280352,-97.768584,154.43,16636.10,10.3372
30.280459,-97.768505,156.35,16650.12,10.3459
30.280569,-97.768430,157.31,16664.29,10.3547
30.280738,-97.768323,158.75,16685.64,10.3680
30.280895,-97.768210,160.20,16706.10,10.3807
30.281058,-97.768107,161.16,16726.68,10.3935
30.281224,-97.768004,161.64,16748.67,10.4071
30.281366,-97.767926,162.60,16765.11,10.4174
30.281530,-97.767829,164.04,16785.51,10.4300
30.281691,-97.767725,165.48,16805.95,10.4427
30.281794,-97.767658,165.96,16819.10,10.4509
30.281958,-97.767556,166.93,16839.73,10.4637
30.282094,-97.767461,165.48,16857.29,10.4746
30.282240,-97.767371,164.04,16875.75,10.4861
30.282358,-97.767292,163.08,16890.84,10.4955
30.282524,-97.767198,162.12,16911.32,10.5082
30.282715,-97.767072,160.20,16935.57,10.5233
30.282911,-97.766960,159.24,16959.74,10.5383
30.283066,-97.766870,157.31,16978.94,10.5502
30.283201,-97.766806,156.83,16995.04,10.5602
30.283358,-97.766726,157.31,17013.95,10.5720
30.283510,-97.766635,157.31,17032.92,10.5838
30.283654,-97.766538,158.27,17051.45,10.5953
30.283783,-97.766420,160.20,17069.63,10.6066
30.283938,-97.766319,162.12,17089.16,10.6187
30.284109,-97.766242,161.64,17109.45,10.6313
30.284239,-97.766210,161.64,17124.23,10.6405
30.284428,-97.766139,161.64,17146.10,10.6541
30.284596,-97.766047,161.64,17166.58,10.6668
30.284773,-97.766006,159.72,17186.65,10.6793
30.284940,-97.765957,158.27,17205.91,10.6913
30.285118,-97.765827,156.83,17229.18,10.7057
30.285298,-97.765682,156.35,17253.47,10.7208
30.285385,-97.765560,155.87,17268.54,10.7302
30.285512,-97.765407,155.39,17288.95,10.7429
30.285567,-97.765352,156.35,17296.82,10.7477
30.285664,-97.765176,159.24,17316.47,10.7600
30.285773,-97.765073,158.75,17332.03,10.7696
30.285878,-97.764934,158.27,17349.69,10.7806
30.286019,-97.764861,156.83,17366.87,10.7913
30.286217,-97.764800,156.35,17389.48,10.8053
30.286324,-97.764829,154.91,17401.90,10.8130
30.286459,-97.764999,152.99,17424.62,10.8272
30.286570,-97.765160,153.95,17443.81,10.8391
30.286637,-97.765280,155.39,17457.60,10.8476
30.286737,-97.765472,156.35,17479.05,10.8610
30.286850,-97.765662,157.79,17501.17,10.8747
30.286928,-97.765825,159.24,17519.06,10.8858
30.287029,-97.766016,161.16,17540.49,10.8992
30.287120,-97.766166,162.12,17558.15,10.9101
30.287211,-97.766316,162.60,17575.75,10.9211
30.287327,-97.766497,165.96,17597.42,10.9345
30.287426,-97.766642,166.93,17615.13,10.9455
30.287498,-97.766767,165.96,17629.57,10.9545
30.287604,-97.766926,165.96,17648.93,10.9665
30.287699,-97.767121,165.96,17670.51,10.9799
30.287778,-97.767286,165.96,17688.55,10.9912
30.287862,-97.767412,166.93,17703.98,11.0007
30.287992,-97.767601,166.93,17727.08,11.0151
30.288007,-97.767633,166.93,17730.84,11.0174
30.288096,-97.767787,166.45,17748.75,11.0286
30.288191,-97.767962,165.96,17768.14,11.0406
30.288326,-97.768154,166.93,17792.00,11.0554
30.288427,-97.768311,165.96,17810.77,11.0671
30.288528,-97.768477,165.48,17830.22,11.0792
30.288639,-97.768636,164.52,17849.82,11.0914
30.288717,-97.768767,164.04,17865.13,11.1009
30.288840,-97.768960,162.12,17888.22,11.1152
30.288971,-97.769185,162.60,17914.21,11.1314
30.289076,-97.769384,161.64,17936.57,11.1453
30.289212,-97.769596,159.24,17962.03,11.1611
30.289314,-97.769777,158.75,17982.88,11.1740
30.289419,-97.769941,158.27,18002.56,11.1863
30.289509,-97.770097,156.83,18020.57,11.1975
30.289603,-97.770253,156.35,18038.82,11.2088
30.289663,-97.770395,155.87,18054.10,11.2183
30.289733,-97.770529,154.91,18069.04,11.2276
30.289811,-97.770708,154.91,18088.35,11.2396
30.289919,-97.770884,153.95,18109.04,11.2524
30.290005,-97.771017,153.47,18125.02,11.2624
30.290111,-97.771179,153.47,18144.60,11.2745
30.290241,-97.771373,155.39,18168.23,11.2892
30.290339,-97.771500,156.83,18184.54,11.2993
30.290397,-97.771619,156.83,18197.59,11.3075
30.290482,-97.771778,156.35,18215.59,11.3186
30.290575,-97.771927,156.35,18233.22,11.3296
30.290674,-97.772064,157.31,18250.30,11.3402
30.290694,-97.772076,157.79,18252.76,11.3417
30.290776,-97.772007,160.20,18264.67,11.3491
30.290938,-97.771897,161.64,18285.69,11.3622
30.291067,-97.771809,161.64,18302.24,11.3725
30.291251,-97.771680,163.08,18326.11,11.3873
30.291399,-97.771573,164.04,18345.37,11.3993
30.291535,-97.771467,165.48,18363.54,11.4106
30.291673,-97.771376,166.93,18381.13,11.4215
30.291786,-97.771308,166.45,18395.31,11.4303
30.291954,-97.771202,164.52,18416.48,11.4435
30.292098,-97.771122,162.60,18433.97,11.4543
30.292210,-97.771064,162.12,18447.67,11.4628
30.292322,-97.771006,162.60,18461.22,11.4713
30.292453,-97.770936,162.12,18477.15,11.4812
30.292574,-97.770862,161.64,18492.26,11.4906
30.292687,-97.770798,162.60,18506.29,11.4993
30.292823,-97.770706,164.04,18523.62,11.5100
30.292874,-97.770667,164.52,18530.42,11.5143
30.293025,-97.770597,166.93,18548.54,11.5255
30.293161,-97.770504,169.33,18566.05,11.5364
30.293293,-97.770405,172.21,18583.41,11.5472
30.293444,-97.770314,172.69,18602.38,11.5590
30.293476,-97.770301,173.17,18606.11,11.5613
30.293585,-97.770231,175.58,18619.97,11.5699
30.293712,-97.770131,179.42,18637.00,11.5805
30.293739,-97.770114,179.90,18640.41,11.5826
30.293844,-97.770043,183.27,18653.78,11.5909
30.294001,-97.769921,186.63,18674.79,11.6040
30.294136,-97.769827,190.00,18692.18,11.6148
30.294250,-97.769711,193.84,18709.43,11.6255
30.294385,-97.769604,194.80,18727.63,11.6368
30.294531,-97.769513,197.21,18745.93,11.6482
30.294648,-97.769446,196.25,18760.42,11.6572
30.294772,-97.769377,197.69,18775.85,11.6668
30.294896,-97.769326,199.13,18790.52,11.6759
30.295041,-97.769231,199.61,18808.94,11.6873
30.295185,-97.769139,201.05,18827.04,11.6986
30.295331,-97.769047,200.57,18845.42,11.7100
30.295472,-97.768954,201.53,18863.43,11.7212
30.295590,-97.768889,201.53,18878.04,11.7303
30.295738,-97.768805,202.49,18896.29,11.7416
30.295902,-97.768686,202.98,18917.69,11.7549
30.296055,-97.768611,201.05,18936.09,11.7663
30.296169,-97.768528,201.05,18951.07,11.7756
30.296303,-97.768423,201.05,18969.07,11.7868
30.296481,-97.768313,200.57,18991.39,11.8007
30.296571,-97.768275,200.57,19002.06,11.8073
30.296690,-97.768207,200.09,19016.71,11.8164
30.296864,-97.768082,200.57,19039.44,11.8306
30.297015,-97.767977,200.57,19058.97,11.8427
30.297176,-97.767900,198.17,19078.07,11.8546
30.297373,-97.767754,199.13,19104.18,11.8708
30.297488,-97.767698,198.17,19117.97,11.8794
30.297667,-97.767586,197.21,19140.53,11.8934
30.297783,-97.767505,196.73,19155.55,11.9027
30.297968,-97.767411,193.36,19177.79,11.9165
30.298120,-97.767320,191.44,19196.83,11.9284
30.298327,-97.767199,191.44,19222.53,11.9443
30.298533,-97.767051,191.92,19249.41,11.9610
30.298644,-97.766974,191.92,19263.83,11.9700
30.298793,-97.766881,190.96,19282.58,11.9816
30.298953,-97.766796,187.59,19302.03,11.9937
30.299120,-97.766709,185.67,19322.29,12.0063
30.299220,-97.766649,184.71,19334.76,12.0141
30.299284,-97.766614,184.23,19342.61,12.0189
30.299462,-97.766509,181.83,19364.81,12.0327
30.299602,-97.766414,181.35,19382.78,12.0439
30.299740,-97.766311,181.83,19401.03,12.0552
30.299900,-97.766211,181.35,19421.17,12.0678
30.300046,-97.766086,179.90,19441.35,12.0803
30.300169,-97.766004,178.94,19457.12,12.0901
30.300297,-97.765937,177.02,19472.61,12.0997
30.300494,-97.765827,173.66,19496.92,12.1148
30.300654,-97.765700,174.14,19518.10,12.1280
30.300759,-97.765640,171.73,19531.03,12.1360
30.300901,-97.765572,167.41,19547.87,12.1465
30.301038,-97.765487,165.48,19565.19,12.1572
30.301143,-97.765421,164.52,19578.36,12.1654
30.301308,-97.765318,164.04,19599.03,12.1783
30.301435,-97.765254,163.08,19614.35,12.1878
30.301596,-97.765156,163.56,19634.43,12.2003
30.301741,-97.765067,164.52,19652.64,12.2116
30.301869,-97.764972,167.41,19669.45,12.2220
30.301970,-97.764884,168.85,19683.44,12.2307
30.302071,-97.764817,171.25,19696.34,12.2387
30.302196,-97.764737,173.17,19712.13,12.2485
30.302326,-97.764673,174.62,19727.80,12.2583
30.302497,-97.764546,177.50,19750.32,12.2723
30.302666,-97.764423,179.42,19772.46,12.2860
30.302746,-97.764375,179.42,19782.38,12.2922
30.302858,-97.764336,179.90,19795.38,12.3003
30.303009,-97.764307,179.90,19812.59,12.3110
30.303166,-97.764308,179.42,19830.02,12.3218
30.303353,-97.764347,178.46,19851.11,12.3349
30.303560,-97.764405,179.90,19874.76,12.3496
30.303714,-97.764449,179.90,19892.24,12.3605
30.303906,-97.764509,178.94,19914.26,12.3741
30.304076,-97.764563,181.35,19933.90,12.3863
30.304269,-97.764624,181.83,19956.11,12.4002
30.304482,-97.764685,185.19,19980.37,12.4152
30.304671,-97.764728,187.11,20001.75,12.4285
30.304849,-97.764778,185.19,20022.06,12.4411
30.305005,-97.764811,182.79,20039.69,12.4521
30.305205,-97.764825,182.31,20061.91,12.4659
30.305285,-97.764818,181.83,20070.76,12.4714
30.305497,-97.764806,180.87,20094.33,12.4860
30.305736,-97.764726,178.46,20121.90,12.5032
30.305864,-97.764641,177.02,20138.13,12.5132
30.306016,-97.764546,176.06,20157.37,12.5252
30.306130,-97.764470,177.50,20172.02,12.5343
30.306241,-97.764390,180.38,20186.34,12.5432
30.306392,-97.764288,180.87,20205.78,12.5553
30.306522,-97.764191,181.83,20222.87,12.5659
30.306657,-97.764085,181.35,20240.94,12.5771
30.306830,-97.763936,178.46,20264.86,12.5920
30.306971,-97.763803,176.06,20284.99,12.6045
30.307113,-97.763669,172.21,20305.31,12.6171
30.307261,-97.763547,169.81,20325.61,12.6297
30.307451,-97.763405,164.04,20350.74,12.6454
30.307630,-97.763346,159.72,20371.64,12.6583
30.307775,-97.763290,158.27,20388.16,12.6686
30.307969,-97.763228,157.31,20410.43,12.6824
30.308083,-97.763173,159.24,20424.16,12.6910
30.308195,-97.763104,159.72,20438.19,12.6997
30.308332,-97.763031,162.12,20454.86,12.7101
30.308466,-97.762954,166.93,20471.35,12.7203
30.308585,-97.762932,168.37,20484.75,12.7286
30.308729,-97.762905,170.77,20500.97,12.7387
30.308906,-97.762882,174.14,20520.75,12.7510
30.309086,-97.762849,178.46,20541.00,12.7636
30.309237,-97.762825,180.87,20557.96,12.7741
30.309448,-97.762785,185.19,20581.60,12.7888
30.309575,-97.762762,187.59,20595.97,12.7977
30.309706,-97.762726,190.48,20610.76,12.8069
30.309891,-97.762697,194.80,20631.66,12.8199
30.310049,-97.762690,195.28,20649.09,12.8307
30.310285,-97.762665,197.69,20675.41,12.8471
30.310397,-97.762633,198.65,20688.33,12.8551
30.310397,-97.762490,199.61,20702.94,12.8642
30.310363,-97.762433,197.69,20709.70,12.8684
30.310247,-97.762244,193.84,20731.95,12.8822
30.310168,-97.762102,190.00,20748.13,12.8923
30.310058,-97.761879,188.56,20772.86,12.9077
30.310038,-97.761824,187.11,20778.58,12.9112
30.309975,-97.761623,188.08,20798.97,12.9239
30.309909,-97.761418,186.63,20820.01,12.9370
30.309859,-97.761204,185.67,20841.29,12.9502
30.309804,-97.761028,185.19,20859.32,12.9614
30.309753,-97.760849,186.63,20877.45,12.9726
30.309704,-97.760678,189.04,20894.87,12.9835
30.309655,-97.760470,189.52,20915.60,12.9963
30.309615,-97.760296,188.08,20932.89,13.0071
