lat,lng,altitude-meters,distance-meters,distance-miles
30.309595,-97.760225,189.52,20940.10,13.0116
30.309556,-97.760049,190.48,20957.62,13.0225
30.309528,-97.759826,190.00,20979.31,13.0359
30.309493,-97.759581,187.11,21003.02,13.0507
30.309455,-97.759365,184.71,21024.24,13.0639
30.309409,-97.759072,181.83,21052.92,13.0817
30.309375,-97.758883,183.75,21071.49,13.0932
30.309338,-97.758626,184.23,21096.52,13.1088
30.309302,-97.758421,186.15,21116.50,13.1212
30.309269,-97.758257,186.15,21132.77,13.1313
30.309223,-97.758012,187.59,21156.78,13.1462
30.309196,-97.757835,188.56,21174.14,13.1570
30.309161,-97.757620,188.56,21195.21,13.1701
30.309136,-97.757425,187.59,21214.11,13.1818
30.309094,-97.757186,185.67,21237.59,13.1964
30.309057,-97.756977,182.79,21258.21,13.2092
30.309013,-97.756764,183.27,21279.23,13.2223
30.308978,-97.756549,183.75,21300.20,13.2353
30.308935,-97.756294,185.19,21325.23,13.2509
30.308893,-97.756046,188.08,21349.55,13.2660
30.308964,-97.755904,190.00,21365.91,13.2762
30.308994,-97.755883,190.00,21369.74,13.2785
30.309134,-97.755834,192.40,21386.05,13.2887
30.309283,-97.755806,196.25,21402.82,13.2991
30.309310,-97.755802,196.73,21405.85,13.3010
30.309415,-97.755785,200.09,21417.55,13.3082
30.309494,-97.755740,201.05,21427.26,13.3143
30.309663,-97.755710,200.57,21446.13,13.3260
30.309824,-97.755698,198.65,21464.00,13.3371
30.310033,-97.755668,196.25,21487.31,13.3516
30.310271,-97.755653,194.80,21513.68,13.3680
30.310438,-97.755641,193.84,21532.27,13.3795
30.310575,-97.755630,194.32,21547.46,13.3890
30.310707,-97.755611,194.80,21562.18,13.3981
30.310870,-97.755582,194.80,21580.50,13.4095
30.311065,-97.755556,197.21,21602.36,13.4231
30.311223,-97.755536,197.69,21620.01,13.4340
30.311356,-97.755520,199.61,21634.72,13.4432
30.311479,-97.755490,200.57,21648.71,13.4519
30.311608,-97.755465,201.05,21663.24,13.4609
30.311820,-97.755440,200.57,21686.80,13.4755
30.312055,-97.755410,199.13,21713.09,13.4919
30.312216,-97.755405,198.65,21730.81,13.5029
30.312418,-97.755391,198.17,21753.31,13.5169
30.312585,-97.755367,197.21,21771.84,13.5284
30.312789,-97.755337,197.21,21794.62,13.5425
30.312959,-97.755327,197.21,21813.42,13.5542
30.313093,-97.755320,196.73,21828.28,13.5635
30.313284,-97.755284,197.69,21849.78,13.5768
30.313454,-97.755255,197.21,21868.77,13.5886
30.313628,-97.755214,195.77,21888.66,13.6010
30.313653,-97.755082,193.36,21902.27,13.6094
30.313620,-97.754848,192.88,21924.99,13.6236
30.313602,-97.754704,190.96,21939.05,13.6323
30.313550,-97.754470,188.08,21962.80,13.6470
30.313508,-97.754316,186.15,21977.81,13.6564
30.313458,-97.754123,185.19,21997.14,13.6684
30.313408,-97.753897,183.75,22019.68,13.6824
30.313335,-97.753626,185.67,22046.96,13.6993
30.313282,-97.753392,186.15,22070.17,13.7138
30.313278,-97.753353,186.15,22073.92,13.7161
30.313355,-97.753228,187.59,22089.13,13.7255
30.313451,-97.753222,189.52,22099.98,13.7323
30.313623,-97.753283,192.40,22119.86,13.7446
30.313797,-97.753354,193.36,22140.35,13.7574
30.313951,-97.753422,195.28,22158.53,13.7687
30.314083,-97.753486,197.21,22174.40,13.7785
30.314223,-97.753546,199.61,22191.01,13.7888
30.314368,-97.753611,199.61,22208.29,13.7996
30.314487,-97.753655,201.53,22222.16,13.8082
30.314632,-97.753724,201.05,22239.44,13.8189
30.314788,-97.753793,202.01,22257.94,13.8304
30.314927,-97.753848,203.94,22274.27,13.8406
30.315055,-97.753904,205.38,22289.40,13.8500
30.315228,-97.753986,203.46,22310.22,13.8629
30.315431,-97.754085,204.90,22334.58,13.8781
30.315581,-97.754155,204.90,22352.62,13.8893
30.315745,-97.754226,203.94,22372.01,13.9013
30.315865,-97.754281,204.42,22386.32,13.9102
30.316017,-97.754369,204.42,22405.15,13.9219
30.316221,-97.754469,205.38,22429.69,13.9372
30.316362,-97.754529,207.30,22446.29,13.9475
30.316520,-97.754605,209.22,22465.30,13.9593
30.316688,-97.754680,210.67,22485.30,13.9717
30.316832,-97.754749,211.63,22502.49,13.9824
30.316971,-97.754803,215.47,22518.67,13.9924
30.317026,-97.754832,216.43,22525.45,13.9967
30.317109,-97.754881,213.07,22535.73,14.0031
30.317275,-97.754964,210.67,22555.77,14.0155
30.317386,-97.755028,208.26,22569.59,14.0241
30.317515,-97.755078,206.82,22584.62,14.0334
30.317640,-97.755092,207.30,22598.66,14.0422
30.317749,-97.755077,209.22,22610.84,14.0497
30.317866,-97.755042,210.19,22624.20,14.0580
30.317979,-97.754997,210.67,22637.39,14.0662
30.318149,-97.754901,212.11,22658.36,14.0792
30.318323,-97.754797,212.59,22680.03,14.0927
30.318497,-97.754700,213.07,22701.52,14.1061
30.318608,-97.754630,214.03,22715.46,14.1147
30.318781,-97.754535,214.51,22736.73,14.1279
30.318913,-97.754445,214.51,22753.61,14.1384
30.319052,-97.754360,215.95,22770.99,14.1492
30.319227,-97.754247,216.43,22793.13,14.1630
30.319402,-97.754133,215.95,22815.33,14.1768
30.319571,-97.754029,214.99,22836.56,14.1900
30.319741,-97.753905,214.99,22858.94,14.2039
30.319854,-97.753835,214.03,22873.07,14.2127
30.320020,-97.753740,214.99,22893.57,14.2254
30.320181,-97.753646,214.51,22913.50,14.2378
30.320328,-97.753574,214.51,22931.18,14.2488
30.320504,-97.753464,212.11,22953.37,14.2626
30.320624,-97.753382,211.15,22968.89,14.2722
30.320779,-97.753307,210.67,22987.45,14.2837
30.320960,-97.753205,211.15,23009.74,14.2976
30.321071,-97.753133,210.67,23023.80,14.3063
30.321230,-97.753041,208.74,23043.54,14.3186
30.321342,-97.752970,208.74,23057.59,14.3273
30.321500,-97.752831,209.70,23079.57,14.3410
30.321634,-97.752739,211.15,23096.84,14.3517
30.321750,-97.752666,211.15,23111.91,14.3611
30.321895,-97.752596,212.11,23128.89,14.3716
30.322061,-97.752488,213.07,23149.97,14.3847
30.322169,-97.752412,214.03,23164.07,14.3935
30.322332,-97.752316,214.99,23184.32,14.4061
30.322475,-97.752230,216.91,23202.18,14.4172
30.322614,-97.752134,216.43,23220.12,14.4283
30.322756,-97.752038,214.99,23238.45,14.4397
30.322939,-97.751939,216.91,23260.79,14.4536
30.323056,-97.751873,215.47,23275.20,14.4625
30.323189,-97.751769,214.51,23293.00,14.4736
30.323332,-97.751687,212.11,23310.71,14.4846
30.323564,-97.751564,209.22,23339.01,14.5022
30.323713,-97.751475,208.26,23357.65,14.5138
30.323829,-97.751399,206.34,23372.35,14.5229
30.323976,-97.751306,205.86,23390.91,14.5344
30.324094,-97.751239,204.42,23405.49,14.5435
30.324230,-97.751151,204.42,23422.75,14.5542
30.324366,-97.751049,203.94,23440.78,14.5654
30.324486,-97.750983,202.98,23455.53,14.5746
30.324672,-97.750872,201.05,23478.76,14.5890
30.324887,-97.750759,198.65,23504.91,14.6053
30.325068,-97.750641,197.69,23527.88,14.6195
30.325189,-97.750563,197.21,23543.22,14.6291
30.325374,-97.750454,195.77,23566.21,14.6434
30.325582,-97.750343,193.84,23591.62,14.6592
30.325733,-97.750267,192.88,23609.83,14.6705
30.325890,-97.750174,194.80,23629.36,14.6826
30.326079,-97.750063,194.32,23653.82,14.6978
30.326230,-97.749968,195.28,23671.93,14.7090
30.326373,-97.749865,196.25,23690.63,14.7207
30.326548,-97.749736,196.73,23713.62,14.7350
30.326758,-97.749607,197.21,23739.99,14.7513
30.326875,-97.749547,198.17,23754.11,14.7601
30.327045,-97.749424,198.17,23776.40,14.7740
30.327191,-97.749334,197.21,23794.76,14.7854
30.327357,-97.749226,197.21,23815.81,14.7985
30.327502,-97.749129,196.73,23834.32,14.8100
30.327541,-97.749073,196.25,23841.31,14.8143
30.327480,-97.748875,196.73,23861.79,14.8270
30.327365,-97.748651,196.73,23886.82,14.8426
30.327285,-97.748515,197.21,23902.61,14.8524
30.327178,-97.748309,198.17,23925.71,14.8667
30.327092,-97.748135,198.17,23944.98,14.8787
30.326978,-97.747925,200.09,23968.78,14.8935
30.326871,-97.747719,202.01,23992.57,14.9083
30.326768,-97.747516,202.98,24014.53,14.9219
30.326694,-97.747392,204.90,24028.95,14.9309
30.326608,-97.747234,206.82,24046.81,14.9420
30.326549,-97.747115,207.78,24059.96,14.9502
30.326478,-97.746951,205.38,24077.60,14.9611
30.326383,-97.746732,200.09,24101.20,14.9758
30.326257,-97.746471,196.73,24129.95,14.9937
30.326240,-97.746435,196.25,24133.79,14.9960
30.326175,-97.746302,195.28,24148.46,15.0052
30.326088,-97.746128,194.32,24167.75,15.0171
30.326012,-97.745957,195.28,24186.24,15.0286
30.325927,-97.745761,195.77,24207.32,15.0417
30.325839,-97.745590,195.28,24226.43,15.0536
30.325778,-97.745447,196.25,24241.75,15.0631
30.325701,-97.745287,195.77,24259.37,15.0741
30.325624,-97.745129,195.28,24276.78,15.0849
30.325695,-97.745045,195.28,24289.64,15.0929
30.325903,-97.745030,193.84,24313.22,15.1075
30.326064,-97.745055,192.88,24330.83,15.1185
30.326293,-97.745097,193.36,24356.68,15.1345
30.326451,-97.745123,194.32,24374.27,15.1455
30.326575,-97.745155,193.36,24388.50,15.1543
30.326695,-97.745190,191.92,24402.19,15.1628
30.326853,-97.745232,191.92,24420.21,15.1740
30.327048,-97.745294,194.80,24442.63,15.1879
30.327196,-97.745310,195.77,24459.05,15.1981
30.327374,-97.745349,198.65,24479.18,15.2107
30.327588,-97.745389,201.53,24503.25,15.2256
30.327752,-97.745424,199.61,24521.56,15.2370
30.327850,-97.745463,199.13,24533.06,15.2441
30.327968,-97.745492,200.57,24546.63,15.2526
30.328123,-97.745526,201.05,24564.11,15.2634
30.328274,-97.745568,201.53,24581.33,15.2741
30.328422,-97.745598,203.94,24597.99,15.2845
30.328601,-97.745616,208.26,24617.77,15.2968
30.328781,-97.745672,204.42,24638.42,15.3096
30.328942,-97.745702,204.90,24656.52,15.3208
30.329068,-97.745743,203.94,24671.00,15.3298
30.329181,-97.745777,202.49,24683.94,15.3379
30.329340,-97.745802,199.13,24701.64,15.3489
30.329518,-97.745837,196.73,24721.69,15.3613
30.329683,-97.745853,196.25,24739.95,15.3727
30.329833,-97.745866,195.28,24756.61,15.3830
30.329962,-97.745884,194.80,24771.08,15.3920
30.330118,-97.745944,193.84,24789.35,15.4034
30.330293,-97.745953,197.69,24808.75,15.4154
30.330447,-97.745977,197.21,24825.93,15.4261
30.330636,-97.745990,195.28,24846.89,15.4391
30.330728,-97.745990,195.28,24857.22,15.4456
30.330921,-97.746035,195.28,24878.95,15.4591
30.330950,-97.746047,195.28,24882.30,15.4611
30.331114,-97.746106,196.25,24901.45,15.4730
30.331296,-97.746204,196.73,24923.66,15.4868
30.331446,-97.746343,198.65,24945.04,15.5001
30.331488,-97.746387,201.05,24951.29,15.5040
30.331631,-97.746514,198.65,24971.28,15.5164
30.331767,-97.746670,197.69,24992.55,15.5296
30.331877,-97.746797,198.17,25009.73,15.5403
30.331954,-97.746891,197.69,25022.16,15.5480
30.332090,-97.747025,196.25,25041.97,15.5604
30.332216,-97.747167,196.25,25061.42,15.5724
30.332309,-97.747281,195.77,25076.39,15.5817
30.332449,-97.747462,194.32,25099.73,15.5962
30.332551,-97.747609,192.88,25117.90,15.6075
30.332630,-97.747727,191.92,25132.27,15.6165
30.332716,-97.747873,190.00,25149.18,15.6270
30.332814,-97.748047,187.11,25169.16,15.6394
30.332903,-97.748226,187.59,25188.94,15.6517
30.332991,-97.748398,187.59,25208.10,15.6636
30.333084,-97.748550,188.56,25226.07,15.6747
30.333205,-97.748675,189.52,25244.21,15.6860
30.333309,-97.748745,190.48,25257.49,15.6943
30.333447,-97.748812,192.40,25274.11,15.7046
30.333587,-97.748877,194.80,25290.94,15.7151
30.333715,-97.748956,196.73,25306.90,15.7250
30.333848,-97.749029,197.69,25323.22,15.7351
30.334010,-97.749093,195.77,25342.17,15.7469
30.334193,-97.749141,196.25,25362.97,15.7598
30.334342,-97.749160,197.69,25379.51,15.7701
30.334497,-97.749170,196.73,25396.75,15.7808
30.334645,-97.749172,196.25,25413.22,15.7910
30.334803,-97.749131,197.69,25431.15,15.8022
30.334944,-97.749065,198.17,25448.15,15.8127
30.335074,-97.748951,199.13,25466.14,15.8239
30.335175,-97.748874,199.13,25479.69,15.8323
30.335322,-97.748753,200.09,25499.65,15.8447
30.335438,-97.748653,201.53,25515.63,15.8547
30.335570,-97.748548,201.53,25533.54,15.8658
30.335730,-97.748441,202.01,25553.87,15.8784
30.335867,-97.748362,203.46,25570.75,15.8889
30.336034,-97.748303,202.49,25590.17,15.9010
30.336177,-97.748249,202.49,25606.88,15.9114
30.336340,-97.748174,202.98,25626.31,15.9234
30.336474,-97.748099,202.01,25642.74,15.9337
30.336613,-97.748046,200.57,25659.03,15.9438
30.336742,-97.747967,203.46,25675.15,15.9538
30.336913,-97.747885,205.38,25695.71,15.9666
30.337092,-97.747819,204.90,25716.46,15.9795
30.337274,-97.747738,204.90,25738.08,15.9929
30.337393,-97.747686,204.90,25752.19,16.0017
30.337540,-97.747633,204.90,25769.42,16.0124
30.337570,-97.747622,204.90,25772.65,16.0144
30.337684,-97.747564,205.38,25786.52,16.0230
30.337858,-97.747481,205.86,25807.32,16.0359
30.338098,-97.747384,203.94,25835.64,16.0535
30.338210,-97.747331,203.94,25848.99,16.0618
30.338388,-97.747289,203.46,25869.15,16.0743
30.338562,-97.747240,204.42,25889.04,16.0867
30.338732,-97.747189,204.90,25908.63,16.0989
30.338874,-97.747120,204.42,25925.62,16.1094
30.339044,-97.747075,203.46,25945.03,16.1215
30.339219,-97.747018,202.49,25965.16,16.1340
30.339337,-97.747059,201.05,25979.53,16.1429
30.339402,-97.747200,202.01,25995.02,16.1526
30.339439,-97.747392,202.49,26013.87,16.1643
30.339467,-97.747520,202.49,26026.63,16.1722
30.339496,-97.747667,202.49,26041.14,16.1812
30.339528,-97.747848,202.98,26058.89,16.1922
30.339579,-97.748058,202.01,26079.78,16.2052
30.339609,-97.748267,202.49,26100.13,16.2179
30.339640,-97.748449,202.98,26117.99,16.2290
30.339671,-97.748669,204.42,26139.39,16.2423
30.339684,-97.748842,205.86,26156.12,16.2527
30.339705,-97.749011,206.82,26172.56,16.2629
30.339712,-97.749209,208.74,26191.52,16.2747
30.339742,-97.749423,209.22,26212.39,16.2876
30.339762,-97.749547,209.70,26224.50,16.2951
30.339803,-97.749711,210.67,26240.95,16.3054
30.339843,-97.749864,211.15,26256.29,16.3149
30.339881,-97.749998,211.15,26269.84,16.3233
30.339911,-97.750152,212.11,26285.09,16.3328
30.339961,-97.750316,213.55,26301.79,16.3432
30.339987,-97.750443,214.51,26314.35,16.3510
30.340016,-97.750590,215.47,26328.90,16.3600
30.340077,-97.750798,216.43,26349.98,16.3731
30.340112,-97.750884,215.47,26359.06,16.3788
30.340161,-97.750999,211.15,26371.37,16.3864
30.340199,-97.751073,208.74,26379.60,16.3915
30.340221,-97.751074,201.53,26381.41,16.3926
30.340189,-97.751057,203.94,26380.59,16.3921
30.340193,-97.751110,204.42,26386.18,16.3956
30.340208,-97.751147,204.90,26390.21,16.3981
30.340240,-97.751250,205.38,26400.54,16.4045
30.340282,-97.751321,205.38,26408.85,16.4097
30.340317,-97.751433,205.86,26420.26,16.4168
30.340345,-97.751517,204.42,26428.93,16.4222
30.340381,-97.751616,203.94,26439.22,16.4286
30.340422,-97.751753,205.38,26453.17,16.4372
30.340462,-97.751870,207.30,26465.18,16.4447
30.340485,-97.751961,208.74,26474.32,16.4504
30.340521,-97.752049,208.26,26483.68,16.4562
30.340563,-97.752149,207.78,26494.35,16.4628
30.340604,-97.752262,208.26,26506.15,16.4702
30.340645,-97.752391,208.26,26519.37,16.4784
30.340689,-97.752517,209.22,26532.47,16.4865
30.340708,-97.752567,209.70,26537.83,16.4898
30.340826,-97.752608,212.11,26552.10,16.4987
30.340885,-97.752584,212.59,26559.09,16.5030
30.341031,-97.752525,214.51,26576.22,16.5137
30.341128,-97.752461,214.03,26588.46,16.5213
30.341214,-97.752413,214.99,26599.11,16.5279
30.341243,-97.752403,214.51,26602.38,16.5299
30.341269,-97.752388,213.07,26605.66,16.5320
30.341385,-97.752340,212.59,26619.36,16.5405
30.341495,-97.752283,213.07,26632.80,16.5489
30.341602,-97.752232,213.55,26645.60,16.5568
30.341698,-97.752187,213.07,26657.10,16.5639
30.341755,-97.752167,213.07,26663.65,16.5680
30.341781,-97.752158,212.59,26666.60,16.5699
30.341858,-97.752123,211.15,26675.81,16.5756
30.341908,-97.752088,212.11,26682.27,16.5796
30.341983,-97.752048,211.63,26691.46,16.5853
30.342067,-97.752012,211.63,26701.40,16.5915
30.342165,-97.751967,211.63,26713.11,16.5987
30.342235,-97.751939,212.11,26721.28,16.6038
30.342366,-97.751878,212.59,26736.89,16.6135
30.342451,-97.751840,213.07,26746.97,16.6198
30.342526,-97.751792,213.55,26756.54,16.6257
30.342646,-97.751727,212.59,26771.26,16.6349
30.342789,-97.751657,210.19,26788.29,16.6455
30.342929,-97.751591,209.22,26805.03,16.6559
30.343078,-97.751535,207.78,26822.38,16.6666
30.343219,-97.751476,207.78,26838.99,16.6770
30.343272,-97.751443,208.74,26845.61,16.6811
30.343384,-97.751394,210.19,26858.94,16.6894
30.343512,-97.751344,211.15,26873.90,16.6987
30.343613,-97.751298,212.11,26885.97,16.7062
30.343731,-97.751250,214.51,26899.88,16.7148
30.343845,-97.751194,214.99,26913.55,16.7233
30.343985,-97.751120,216.43,26930.67,16.7339
30.344071,-97.751077,216.43,26941.03,16.7404
30.344134,-97.751097,215.47,26948.35,16.7449
30.344255,-97.751066,215.95,26962.27,16.7536
30.344391,-97.751024,213.07,26977.83,16.7632
30.344537,-97.750961,211.63,26995.09,16.7740
30.344632,-97.750911,212.59,27006.52,16.7811
30.344756,-97.750862,211.15,27020.99,16.7901
30.344900,-97.750778,214.03,27038.54,16.8010
30.345043,-97.750708,213.55,27055.78,16.8117
30.345074,-97.750692,214.03,27059.44,16.8140
30.345160,-97.750655,214.99,27069.40,16.8201
30.345290,-97.750593,213.55,27085.01,16.8298
30.345416,-97.750540,213.55,27099.80,16.8390
30.345553,-97.750475,214.99,27116.25,16.8493
30.345662,-97.750431,214.51,27129.09,16.8572
30.345785,-97.750374,214.03,27143.85,16.8664
30.345869,-97.750320,215.47,27154.30,16.8729
30.345992,-97.750264,215.47,27168.90,16.8820
30.346148,-97.750191,214.99,27187.63,16.8936
30.346240,-97.750141,215.95,27198.79,16.9005
30.346369,-97.750078,215.95,27214.32,16.9102
30.346480,-97.750027,214.99,27227.62,16.9185
30.346599,-97.749964,216.43,27242.19,16.9275
30.346724,-97.749900,215.47,27257.31,16.9369
30.346829,-97.749846,215.95,27270.13,16.9449
30.346969,-97.749784,215.95,27286.76,16.9552
30.347096,-97.749740,214.03,27301.47,16.9643
30.347195,-97.749692,213.07,27313.32,16.9717
30.347287,-97.749651,214.03,27324.26,16.9785
30.347382,-97.749607,215.95,27335.66,16.9856
30.347516,-97.749545,215.47,27351.64,16.9955
30.347621,-97.749490,217.40,27364.27,17.0034
30.347633,-97.749484,217.40,27365.67,17.0042
30.347719,-97.749443,215.47,27375.93,17.0106
30.347803,-97.749407,214.99,27385.95,17.0168
30.347901,-97.749353,215.47,27397.93,17.0243
30.347929,-97.749337,216.43,27401.42,17.0264
30.347990,-97.749306,215.95,27408.79,17.0310
30.348132,-97.749244,213.07,27425.61,17.0415
30.348231,-97.749202,212.59,27437.25,17.0487
30.348329,-97.749151,214.03,27449.08,17.0561
30.348400,-97.749126,213.07,27457.27,17.0611
30.348467,-97.749099,212.59,27465.18,17.0661
30.348583,-97.749053,213.07,27478.82,17.0745
30.348662,-97.749000,213.55,27488.90,17.0808
30.348777,-97.748936,215.95,27502.94,17.0895
30.348877,-97.748892,216.91,27514.91,17.0970
30.349001,-97.748836,215.47,27529.66,17.1061
30.349108,-97.748781,215.95,27542.65,17.1142
30.349202,-97.748742,214.51,27553.69,17.1211
30.349347,-97.748699,213.55,27570.27,17.1314
30.349471,-97.748643,214.51,27584.98,17.1405
30.349574,-97.748587,214.99,27597.55,17.1483
30.349694,-97.748526,215.95,27612.15,17.1574
30.349781,-97.748486,215.47,27622.52,17.1638
30.349922,-97.748409,216.91,27639.92,17.1746
30.350071,-97.748337,216.43,27657.76,17.1857
30.350239,-97.748262,216.43,27677.71,17.1981
30.350339,-97.748214,216.91,27689.83,17.2057
30.350358,-97.748214,216.43,27691.79,17.2069
30.350395,-97.748181,216.43,27697.63,17.2105
30.350410,-97.748177,216.43,27699.29,17.2115
30.350539,-97.748126,216.43,27714.50,17.2210
30.350653,-97.748073,216.91,27728.01,17.2294
30.350786,-97.748025,214.99,27743.44,17.2390
30.350862,-97.747994,215.47,27752.33,17.2445
30.350920,-97.747960,216.43,27759.59,17.2490
30.351050,-97.747886,219.32,27775.61,17.2590
30.351230,-97.747790,220.76,27797.52,17.2726
30.351318,-97.747756,222.20,27807.77,17.2789
30.351404,-97.747722,222.68,27817.85,17.2852
30.351573,-97.747632,222.20,27838.58,17.2981
30.351747,-97.747548,220.28,27859.51,17.3111
30.351891,-97.747482,219.80,27876.66,17.3217
30.351990,-97.747448,217.88,27888.13,17.3289
30.352099,-97.747404,215.47,27900.93,17.3368
30.352237,-97.747355,213.55,27916.94,17.3468
30.352391,-97.747272,214.51,27935.79,17.3585
30.352506,-97.747219,216.43,27949.43,17.3670
30.352611,-97.747174,217.88,27961.87,17.3747
30.352717,-97.747111,220.28,27975.02,17.3829
30.352815,-97.747039,223.16,27987.94,17.3909
30.352911,-97.747003,222.68,27999.10,17.3978
30.353026,-97.746952,222.68,28012.73,17.4063
30.353136,-97.746895,222.68,28026.05,17.4146
30.353251,-97.746843,221.24,28039.84,17.4231
30.353352,-97.746800,220.28,28051.77,17.4306
30.353462,-97.746744,220.76,28065.05,17.4388
30.353554,-97.746705,221.72,28076.10,17.4457
30.353654,-97.746646,222.68,28088.28,17.4532
30.353709,-97.746625,222.20,28094.79,17.4573
30.353826,-97.746553,223.16,28109.41,17.4664
30.353936,-97.746501,222.20,28122.65,17.4746
30.354035,-97.746460,219.80,28134.26,17.4818
30.354137,-97.746421,218.84,28146.21,17.4892
30.354258,-97.746371,218.36,28160.45,17.4981
30.354406,-97.746298,218.84,28178.38,17.5092
30.354543,-97.746242,218.84,28194.47,17.5192
30.354702,-97.746171,216.43,28213.39,17.5310
30.354814,-97.746112,216.43,28227.08,17.5395
30.354928,-97.746051,217.88,28241.00,17.5481
30.355057,-97.745991,218.84,28256.38,17.5577
30.355170,-97.745942,219.32,28270.12,17.5662
30.355258,-97.745899,218.84,28280.37,17.5726
30.355366,-97.745866,214.51,28292.77,17.5803
30.355489,-97.745800,215.47,28307.29,17.5893
30.355591,-97.745753,216.91,28319.57,17.5970
30.355705,-97.745709,215.95,28332.80,17.6052
30.355875,-97.745630,216.43,28353.13,17.6178
30.355975,-97.745583,216.91,28365.04,17.6252
30.355987,-97.745576,216.91,28366.63,17.6262
30.356165,-97.745478,217.40,28388.43,17.6397
30.356336,-97.745379,217.40,28409.67,17.6529
30.356451,-97.745329,216.91,28423.29,17.6614
30.356591,-97.745262,216.43,28439.99,17.6718
30.356759,-97.745194,214.51,28459.78,17.6841
30.356906,-97.745134,212.59,28476.97,17.6948
30.357038,-97.745077,214.03,28492.44,17.7044
30.357158,-97.745015,214.99,28507.11,17.7135
30.357274,-97.744953,215.47,28521.17,17.7222
30.357392,-97.744884,217.40,28535.84,17.7313
30.357494,-97.744838,216.91,28547.95,17.7389
30.357616,-97.744793,215.47,28562.12,17.7477
30.357743,-97.744724,214.99,28577.60,17.7573
30.357847,-97.744670,215.95,28590.27,17.7652
30.357985,-97.744606,216.43,28606.85,17.7755
30.358184,-97.744517,216.91,28630.46,17.7901
30.358346,-97.744438,218.36,28649.96,17.8023
30.358486,-97.744374,219.32,28666.71,17.8127
30.358623,-97.744313,220.28,28682.94,17.8227
30.358756,-97.744241,219.80,28699.29,17.8329
30.358932,-97.744164,219.80,28720.07,17.8458
30.359100,-97.744094,218.84,28739.92,17.8582
30.359264,-97.744020,218.36,28759.44,17.8703
30.359424,-97.743950,218.84,28778.47,17.8821
30.359587,-97.743874,218.84,28797.90,17.8942
30.359710,-97.743775,217.88,28814.99,17.9048
30.359720,-97.743739,217.88,28818.53,17.9070
30.359705,-97.743680,216.91,28824.55,17.9107
30.359648,-97.743575,216.91,28836.48,17.9182
30.359610,-97.743490,217.40,28845.70,17.9239
30.359585,-97.743438,217.40,28851.38,17.9274
30.359528,-97.743328,218.36,28863.70,17.9351
30.359480,-97.743226,218.84,28874.84,17.9420
30.359439,-97.743103,218.84,28887.51,17.9499
30.359391,-97.742951,219.32,28903.13,17.9596
30.359331,-97.742802,219.80,28918.93,17.9694
30.359274,-97.742670,219.80,28933.05,17.9782
30.359230,-97.742537,219.32,28946.75,17.9867
30.359157,-97.742373,218.36,28964.49,17.9977
30.359097,-97.742247,218.84,28978.35,18.0063
30.359018,-97.742062,218.84,28998.15,18.0186
30.358986,-97.741978,218.84,29006.91,18.0241
30.358968,-97.741926,218.84,29012.30,18.0274
30.358902,-97.741728,216.91,29032.63,18.0400
30.358845,-97.741576,216.91,29048.66,18.0500
30.358790,-97.741437,215.95,29063.28,18.0591
30.358740,-97.741310,214.99,29076.60,18.0674
30.358705,-97.741211,214.99,29086.90,18.0738
30.358673,-97.741110,214.99,29097.17,18.0801
30.358611,-97.740959,215.95,29113.23,18.0901
30.358575,-97.740843,214.99,29125.46,18.0977
30.358536,-97.740739,214.51,29136.07,18.1043
30.358484,-97.740554,214.51,29154.78,18.1159
30.358452,-97.740424,214.51,29167.79,18.1240
30.358414,-97.740247,214.03,29185.28,18.1349
30.358351,-97.740079,212.59,29202.93,18.1459
30.358280,-97.739925,211.63,29219.68,18.1563
30.358218,-97.739779,211.15,29235.28,18.1660
30.358151,-97.739629,211.63,29251.53,18.1761
30.358104,-97.739519,212.59,29263.37,18.1834
30.358046,-97.739386,214.03,29277.58,18.1922
30.357980,-97.739244,214.51,29293.15,18.2019
30.357920,-97.739106,215.47,29307.92,18.2111
30.357871,-97.738998,215.95,29319.72,18.2184
30.357812,-97.738858,214.99,29334.63,18.2277
30.357775,-97.738744,215.95,29346.35,18.2350
30.357723,-97.738616,216.91,29359.92,18.2434
30.357684,-97.738522,217.40,29369.95,18.2496
30.357642,-97.738407,217.88,29381.96,18.2571
30.357592,-97.738296,218.36,29393.94,18.2645
30.357538,-97.738195,217.88,29405.35,18.2716
30.357496,-97.738091,218.84,29416.43,18.2785
30.357446,-97.737982,219.80,29428.22,18.2858
30.357392,-97.737854,219.80,29441.92,18.2944
30.357347,-97.737758,220.28,29452.46,18.3009
30.357311,-97.737649,218.36,29463.63,18.3078
30.357239,-97.737497,217.40,29480.33,18.3182
30.357195,-97.737404,218.36,29490.42,18.3245
30.357152,-97.737308,219.80,29500.78,18.3309
30.357102,-97.737212,219.80,29511.61,18.3377
30.357054,-97.737099,220.28,29523.74,18.3452
30.357005,-97.737004,219.80,29534.33,18.3518
30.356955,-97.736881,219.32,29547.44,18.3599
30.356900,-97.736754,218.84,29561.07,18.3684
30.356854,-97.736654,218.36,29571.94,18.3751
30.356770,-97.736579,217.88,29584.08,18.3827
30.356670,-97.736599,216.91,29595.54,18.3898
30.356593,-97.736637,216.91,29604.87,18.3956
30.356480,-97.736679,217.40,29618.02,18.4038
30.356374,-97.736703,217.40,29629.80,18.4111
30.356266,-97.736723,218.36,29641.99,18.4187
30.356137,-97.736728,218.84,29656.27,18.4275
30.356012,-97.736708,219.32,29670.29,18.4363
