Distance-miles,Lat,Lon,Altitude-meters
6.0711587561,30.23437986,-97.76443829,188.075073
6.0819581095,30.2345242,-97.76437006,187.11377
6.092369715,30.23466015,-97.76429387,186.633179
6.1002788482,30.23476266,-97.76423427,186.633179
6.1106704269,30.23488998,-97.76414048,187.11377
6.1237428797,30.23505704,-97.76403755,186.633179
6.135459122,30.23520372,-97.76393856,186.633179
6.1479363014,30.23536725,-97.76384787,185.671753
6.1574904894,30.23548812,-97.76377142,184.710571
6.1688887637,30.23562944,-97.76367084,185.191162
6.1787475665,30.23573706,-97.76358384,184.710571
6.1900080952,30.2358871,-97.76347982,184.229858
6.2042668571,30.23606462,-97.76335778,183.268433
6.2168726541,30.23622455,-97.76325652,183.268433
6.2291047151,30.23638506,-97.76316776,182.787842
6.2404052788,30.23652965,-97.76307799,181.345825
6.2453204476,30.23659302,-97.76304027,180.865234
6.2559468238,30.23673392,-97.76297539,179.423218
6.2704276885,30.23691044,-97.76284346,178.461914
6.2821597323,30.23705578,-97.76274095,178.461914
6.2965974739,30.23724295,-97.7626309,178.461914
6.3135499039,30.23746164,-97.76249939,177.981201
6.328373579,30.23765434,-97.76238866,176.539307
6.3429727528,30.23784192,-97.76227534,177.02002
6.3555488669,30.23800143,-97.76217308,177.981201
6.3701438153,30.23818189,-97.76204634,177.981201
6.3792968587,30.23829496,-97.76196605,177.02002
6.3940744903,30.23847585,-97.76185197,175.577881
6.4077713091,30.23866704,-97.76175985,173.655273
6.4209991171,30.23882973,-97.76164242,173.655273
6.4307711702,30.23895923,-97.76157813,174.135864
6.437992744,30.23905462,-97.76152977,174.616577
6.4495172498,30.23919434,-97.76142298,175.09729
6.4609598589,30.23933424,-97.76131972,174.616577
6.4729096931,30.23948486,-97.76122509,173.655273
6.4808157692,30.23958058,-97.76114814,173.655273
6.4899003375,30.23969265,-97.76107103,175.09729
6.5016784248,30.23984243,-97.76097346,177.02002
6.5142569622,30.24000546,-97.76087833,177.50061
6.5232990287,30.24011836,-97.76080113,177.02002
6.5328337803,30.24024736,-97.76073173,177.02002
6.5410560099,30.24035884,-97.76068437,177.02002
6.5539246033,30.24053344,-97.76061212,175.577881
6.5635807087,30.24065346,-97.76052838,174.616577
6.5769808229,30.24081725,-97.76040785,173.174683
6.5849494088,30.24091439,-97.76033342,171.252075
6.5870890377,30.24093803,-97.76030987,170.771362
6.5967621686,30.24106787,-97.76024683,170.290649
6.604289022,30.24117163,-97.76020635,169.329468
6.6162249375,30.24132863,-97.76012479,167.406738
6.625601923,30.24144572,-97.76004508,166.445312
6.6347161307,30.24155796,-97.75996344,165.003418
6.6493802999,30.24175443,-97.75987275,165.003418
6.6569653757,30.24184797,-97.75980259,164.522705
6.6670056126,30.24196624,-97.75970369,164.042114
6.6717247389,30.24201519,-97.75964862,163.561523
6.6861376257,30.2421659,-97.75948467,161.638916
6.6950783466,30.24225508,-97.75937386,160.196899
6.7089578485,30.24235826,-97.75917387,159.716187
6.7182996643,30.24244007,-97.75904763,159.235474
6.7291657654,30.24255272,-97.75892115,158.754761
6.7415683306,30.24268163,-97.75879953,159.716187
6.7501455495,30.24280963,-97.75873818,160.196899
6.7617543753,30.24295346,-97.75863617,161.158203
6.7761563259,30.24312948,-97.75850533,162.119507
6.7876966146,30.24326962,-97.75840005,162.600098
6.8017411526,30.24344715,-97.75828379,163.080811
